ws,ov,pos,md,wf1
150,75,L,4,0.925566272
50,25,L,4,0.836255811
50,50,L,4,0.843608444
50,75,L,5,0.914228314
150,25,R,4,0.761423733
100,25,R,5,0.830913951
100,50,R,5,0.833829713
100,75,R,5,0.864115519
150,50,R,5,0.886430888
150,75,R,5,0.879278499
50,25,R,5,0.803744394
50,50,R,5,0.815052539
50,75,R,5,0.813524052
100,25,C,4,0.876189686
100,50,C,4,0.819181559
100,75,C,4,0.860088785
150,25,C,4,0.896585162
150,75,C,4,0.868130363
150,50,C,4,0.880694801
50,25,C,5,0.826555164
50,50,C,5,0.838483122
50,75,C,5,0.831983270
100,25,L,4,0.927122195
100,50,L,4,0.918505239
100,75,L,4,0.923470756
150,25,L,4,0.940392936
150,50,L,4,0.934155589
150,75,L,4,0.944656295
50,25,L,4,0.888230373
50,50,L,4,0.866049909
50,75,L,5,0.916662239
150,25,R,4,0.829831515
100,25,R,5,0.875961127
100,50,R,5,0.855350622
100,75,R,5,0.861572047
150,50,R,5,0.867224782
150,75,R,5,0.894491914
50,25,R,5,0.814637379
50,50,R,5,0.841261650
50,75,R,5,0.817433500
100,25,C,4,0.828759437
100,50,C,4,0.855162932
100,75,C,4,0.848168811
150,25,C,4,0.871956779
150,75,C,4,0.851643701
150,50,C,4,0.850899240
50,25,C,5,0.814924727
50,50,C,5,0.846103837
50,75,C,5,0.844425029
100,25,L,4,0.920759822
100,50,L,4,0.914119365
100,75,L,4,0.924562732
150,25,L,4,0.937786155
150,50,L,4,0.929883830
150,75,L,4,0.951691055
50,25,L,4,0.833595167
50,50,L,4,0.860951338
50,75,L,5,0.910465521
150,25,R,4,0.806646696
100,25,R,5,0.874081365
100,50,R,5,0.859006471
100,75,R,5,0.877047425
150,50,R,5,0.860860972
150,75,R,5,0.896028628
50,25,R,5,0.840359739
50,50,R,5,0.830471589
50,75,R,5,0.830603174
100,25,C,4,0.816981591
100,50,C,4,0.856634738
100,75,C,4,0.816258273
150,25,C,4,0.851608891
150,75,C,4,0.835372770
150,50,C,4,0.876404989
50,25,C,5,0.849899886
50,50,C,5,0.820309688
50,75,C,5,0.826435809
100,25,L,4,0.936401084
100,50,L,4,0.904122759
100,75,L,4,0.917095185
150,25,L,4,0.928289374
150,50,L,4,0.896926900
150,75,L,4,0.945745170
50,25,L,4,0.878578177
50,50,L,4,0.877952648
50,75,L,5,0.911878365
150,25,R,4,0.800419811
100,25,R,5,0.845297299
100,50,R,5,0.867883941
100,75,R,5,0.861409685
150,50,R,5,0.840692893
150,75,R,5,0.852776765
50,25,R,5,0.821074868
50,50,R,5,0.823072712
50,75,R,5,0.810582213
100,25,C,4,0.819367083
100,50,C,4,0.859477720
100,75,C,4,0.863949482
150,25,C,4,0.858639384
150,75,C,4,0.863112005
150,50,C,4,0.860633779
50,25,C,5,0.850738564
50,50,C,5,0.836167549
50,75,C,5,0.828951944
100,25,L,4,0.929843699
100,50,L,4,0.928152343
100,75,L,4,0.925310662
150,25,L,4,0.919888931
150,50,L,4,0.944149698
150,75,L,4,0.943941105
50,25,L,4,0.852027128
50,50,L,4,0.871015085
50,75,L,5,0.913804605
150,25,R,4,0.797082705
100,25,R,5,0.870590058
100,50,R,5,0.861267219
100,75,R,5,0.878698449
150,50,R,5,0.882427347
150,75,R,5,0.882797120
50,25,R,5,0.824810261
50,50,R,5,0.802301218
50,75,R,5,0.797348082
100,25,C,4,0.854673590
100,50,C,4,0.860807212
100,75,C,4,0.817239130
150,25,C,4,0.844023835
150,75,C,4,0.866583365
150,50,C,4,0.854382439
50,25,C,5,0.830814652
50,50,C,5,0.829754741
50,75,C,5,0.833487074
100,25,L,4,0.933607978
100,50,L,4,0.927684785
100,75,L,4,0.916300831
150,25,L,4,0.931074748
150,50,L,4,0.953868823
150,75,L,4,0.921466813
50,25,L,4,0.813596747
50,50,L,4,0.859983620
50,75,L,5,0.915476548
150,25,R,4,0.794980710
100,25,R,5,0.834478006
100,50,R,5,0.875613719
100,75,R,5,0.857659824
150,50,R,5,0.870732281
150,75,R,5,0.883159454
50,25,R,5,0.816321314
50,50,R,5,0.842299281
50,75,R,5,0.809770582
100,25,C,4,0.826466513
100,50,C,4,0.819702834
100,75,C,4,0.864795532
150,25,C,4,0.830017656
150,75,C,4,0.835037012
150,50,C,4,0.851037200
50,25,C,5,0.806422031
50,50,C,5,0.819236293
50,75,C,5,0.830179618
100,25,L,4,0.933044480
100,50,L,4,0.945845727
100,75,L,4,0.891166085
150,25,L,4,0.968827076
150,50,L,4,0.934846075
150,75,L,4,0.935072070
50,25,L,4,0.860829929
50,50,L,4,0.842202104
50,75,L,5,0.900143230
150,25,R,4,0.821783075
100,25,R,5,0.852153482
100,50,R,5,0.856891866
100,75,R,5,0.877357587
150,50,R,5,0.856970398
150,75,R,5,0.882442062
50,25,R,5,0.785710656
50,50,R,5,0.805603414
50,75,R,5,0.843709646
100,25,C,4,0.857688473
100,50,C,4,0.832479506
100,75,C,4,0.862770814
150,25,C,4,0.882671128
150,75,C,4,0.858610651
150,50,C,4,0.899650784
50,25,C,5,0.819465173
50,50,C,5,0.803422709
50,75,C,5,0.836242427
100,25,L,4,0.934076980
100,50,L,4,0.936496787
100,75,L,4,0.940855906
150,25,L,4,0.927395212
150,50,L,4,0.924057808
150,75,L,4,0.957874039
50,25,L,4,0.832090744
50,50,L,4,0.837317750
50,75,L,5,0.911351111
150,25,R,4,0.769143986
100,25,R,5,0.891526755
100,50,R,5,0.891443821
100,75,R,5,0.879876910
150,50,R,5,0.878239601
150,75,R,5,0.874926404
50,25,R,5,0.843783706
50,50,R,5,0.850472697
50,75,R,5,0.815223613
100,25,C,4,0.847985555
100,50,C,4,0.855391526
100,75,C,4,0.852321476
150,25,C,4,0.884474029
150,75,C,4,0.865488156
150,50,C,4,0.864854478
50,25,C,5,0.837927370
50,50,C,5,0.833932881
50,75,C,5,0.845261838
100,25,L,4,0.932150511
100,50,L,4,0.909227831
100,75,L,4,0.911796090
150,25,L,4,0.933358617
150,50,L,4,0.933154376
150,75,L,4,0.956326235
50,25,L,4,0.846268494
50,50,L,4,0.879268723
50,75,L,5,0.919378716
150,25,R,4,0.820233193
100,25,R,5,0.877428082
100,50,R,5,0.874017873
100,75,R,5,0.869002649
150,50,R,5,0.865699084
150,75,R,5,0.883427759
50,25,R,5,0.814487559
50,50,R,5,0.851516599
50,75,R,5,0.832874528
100,25,C,4,0.833202771
100,50,C,4,0.866262476
100,75,C,4,0.820817465
150,25,C,4,0.870598427
150,75,C,4,0.881018249
150,50,C,4,0.853309924
50,25,C,5,0.835800245
50,50,C,5,0.845220065
50,75,C,5,0.826730625
100,25,L,4,0.931607744
100,50,L,4,0.913902094
100,75,L,4,0.927000955
150,25,L,4,0.959017915
150,50,L,4,0.925835406
150,75,L,4,0.948225777
50,25,L,4,0.850797815
50,50,L,4,0.854935813
50,75,L,5,0.921014414
150,25,R,4,0.795029189
100,25,R,5,0.892964034
100,50,R,5,0.884356822
100,75,R,5,0.875562621
150,50,R,5,0.900297566
150,75,R,5,0.903729944
50,25,R,5,0.810326652
50,50,R,5,0.821407217
50,75,R,5,0.822873100
100,25,C,4,0.900578883
100,50,C,4,0.837228754
100,75,C,4,0.845900330
150,25,C,4,0.732871495
150,75,C,4,0.847462070
150,50,C,4,0.875939071
50,25,C,5,0.821918339
50,50,C,5,0.835520734
50,75,C,5,0.835664930
100,25,L,4,0.918895868
100,50,L,4,0.915142687
100,75,L,4,0.929047362
150,25,L,4,0.919051308
150,50,L,4,0.944173525
150,75,L,4,0.924697672
50,25,L,4,0.834019203
50,50,L,4,0.844591462
50,75,L,5,0.919326809
150,25,R,4,0.775845325
100,25,R,5,0.880122182
100,50,R,5,0.850555768
100,75,R,5,0.859097096
150,50,R,5,0.906634035
150,75,R,5,0.862752376
50,25,R,5,0.834681888
50,50,R,5,0.834422393
50,75,R,5,0.826775826
100,25,C,4,0.883611841
100,50,C,4,0.870974559
100,75,C,4,0.833778578
150,25,C,4,0.873115962
150,75,C,4,0.847376741
150,50,C,4,0.851710862
50,25,C,5,0.811735695
50,50,C,5,0.812236420
50,75,C,5,0.830508415
100,25,L,4,0.909508316
100,50,L,4,0.938109657
100,75,L,4,0.923200444
150,25,L,4,0.937435700
150,50,L,4,0.949151300
150,75,L,4,0.928063757
50,25,L,4,0.853919276
50,50,L,4,0.829680703
50,75,L,5,0.912172463
150,25,R,4,0.849055545
100,25,R,5,0.861234971
100,50,R,5,0.842126525
100,75,R,5,0.868618593
150,50,R,5,0.878709509
150,75,R,5,0.881644176
50,25,R,5,0.809819897
50,50,R,5,0.818960952
50,75,R,5,0.823296263
100,25,C,4,0.857627684
100,50,C,4,0.821129977
100,75,C,4,0.877507723
150,25,C,4,0.868659052
150,75,C,4,0.862672500
150,50,C,4,0.867327885
50,25,C,5,0.826668678
50,50,C,5,0.829381089
50,75,C,5,0.816622788
100,25,L,4,0.932365848
100,50,L,4,0.908943758
100,75,L,4,0.939678905
150,25,L,4,0.925763353
150,50,L,4,0.922841786
150,75,L,4,0.940629306
50,25,L,4,0.869868822
50,50,L,4,0.863521907
50,75,L,5,0.910535267
150,25,R,4,0.800552042
100,25,R,5,0.857834046
100,50,R,5,0.874829494
100,75,R,5,0.875458089
150,50,R,5,0.871717506
150,75,R,5,0.870333959
50,25,R,5,0.817948645
50,50,R,5,0.822881731
50,75,R,5,0.814012018
100,25,C,4,0.822232366
100,50,C,4,0.866851868
100,75,C,4,0.845526413
150,25,C,4,0.867272404
150,75,C,4,0.854063208
150,50,C,4,0.821725586
50,25,C,5,0.836819587
50,50,C,5,0.836494397
50,75,C,5,0.825245005
100,25,L,4,0.934318675
100,50,L,4,0.916806131
100,75,L,4,0.932788530
150,25,L,4,0.951326907
150,50,L,4,0.950836509
150,75,L,4,0.937430871
50,25,L,4,0.857549947
50,50,L,4,0.834498566
50,75,L,5,0.920024717
150,25,R,4,0.823012382
100,25,R,5,0.835805392
100,50,R,5,0.851808537
100,75,R,5,0.857808771
150,50,R,5,0.879667224
150,75,R,5,0.867760233
50,25,R,5,0.838934336
50,50,R,5,0.797129827
50,75,R,5,0.828753116
100,25,C,4,0.814268077
100,50,C,4,0.867569933
100,75,C,4,0.833119985
150,25,C,4,0.850909960
150,75,C,4,0.885395832
150,50,C,4,0.823764460
50,25,C,5,0.833984013
50,50,C,5,0.827088477
50,75,C,5,0.849438320
100,25,L,4,0.931930513
100,50,L,4,0.920159573
100,75,L,4,0.934650053
150,25,L,4,0.951644575
150,50,L,4,0.909981693
150,75,L,4,0.929518169
50,25,L,4,0.845108204
50,50,L,4,0.883135185
50,75,L,5,0.905655582
150,25,R,4,0.852139284
100,25,R,5,0.844332242
100,50,R,5,0.866027557
100,75,R,5,0.886718760
150,50,R,5,0.874154690
150,75,R,5,0.901091331
50,25,R,5,0.821262042
50,50,R,5,0.812564571
50,75,R,5,0.821867132
100,25,C,4,0.856283500
100,50,C,4,0.822176369
100,75,C,4,0.828018742
150,25,C,4,0.844937387
150,75,C,4,0.844844205
150,50,C,4,0.853864740
50,25,C,5,0.809934854
50,50,C,5,0.825098829
50,75,C,5,0.833984813
100,25,L,4,0.927876792
100,50,L,4,0.933404507
100,75,L,4,0.936447549
150,25,L,4,0.955518506
150,50,L,4,0.947598581
150,75,L,4,0.939656282
50,25,L,4,0.875755343
50,50,L,4,0.877178471
50,75,L,5,0.916308015
150,25,R,4,0.846809089
100,25,R,5,0.860541265
100,50,R,5,0.846915210
100,75,R,5,0.868695124
150,50,R,5,0.887442087
150,75,R,5,0.887100941
50,25,R,5,0.811932009
50,50,R,5,0.832665382
50,75,R,5,0.816393059
100,25,C,4,0.852328921
100,50,C,4,0.837205292
100,75,C,4,0.870905544
150,25,C,4,0.805517127
150,75,C,4,0.891266457
150,50,C,4,0.873226814
50,25,C,5,0.809226996
50,50,C,5,0.826999900
50,75,C,5,0.825308187
100,25,L,4,0.922621315
100,50,L,4,0.916718492
100,75,L,4,0.930732512
150,25,L,4,0.950952687
150,50,L,4,0.921156530
150,75,L,4,0.943116760
50,25,L,4,0.818801041
50,50,L,4,0.859490735
50,75,L,5,0.905760697
150,25,R,4,0.783047529
100,25,R,5,0.845084271
100,50,R,5,0.847803532
100,75,R,5,0.891204837
150,50,R,5,0.882673146
150,75,R,5,0.874729237
50,25,R,5,0.809569126
50,50,R,5,0.826326617
50,75,R,5,0.817299136
100,25,C,4,0.831047670
100,50,C,4,0.852214695
100,75,C,4,0.855033505
150,25,C,4,0.849846624
150,75,C,4,0.854402796
150,50,C,4,0.858842159
50,25,C,5,0.824560384
50,50,C,5,0.838004960
50,75,C,5,0.829936745
100,25,L,4,0.918669430
100,50,L,4,0.931179179
100,75,L,4,0.944432724
150,25,L,4,0.903322072
150,50,L,4,0.932761579
150,75,L,4,0.936862687
50,25,L,4,0.870286519
50,50,L,4,0.834154946
50,75,L,5,0.912864311
150,25,R,4,0.773936930
100,25,R,5,0.889097366
100,50,R,5,0.897589285
100,75,R,5,0.872436878
150,50,R,5,0.893252627
150,75,R,5,0.893834394
50,25,R,5,0.842393921
50,50,R,5,0.837083400
50,75,R,5,0.811136758
100,25,C,4,0.851202388
100,50,C,4,0.838328998
100,75,C,4,0.837064655
150,25,C,4,0.874575698
150,75,C,4,0.835892524
150,50,C,4,0.884985303
50,25,C,5,0.825399146
50,50,C,5,0.839210141
50,75,C,5,0.843160764
100,25,L,4,0.949964188
100,50,L,4,0.933174019
100,75,L,4,0.925126938
150,25,L,4,0.921683467
150,50,L,4,0.963150223
150,75,L,4,0.941319871
50,25,L,4,0.863316025
50,50,L,4,0.862539452
50,75,L,5,0.917723957
150,25,R,4,0.801603517
100,25,R,5,0.837480362
100,50,R,5,0.857837855
100,75,R,5,0.884148146
150,50,R,5,0.901722802
150,75,R,5,0.907697021
50,25,R,5,0.770723032
50,50,R,5,0.821623320
50,75,R,5,0.838024762
100,25,C,4,0.871174837
100,50,C,4,0.817457944
100,75,C,4,0.832971689
150,25,C,4,0.871877488
150,75,C,4,0.879946468
150,50,C,4,0.858688488
50,25,C,5,0.806145076
50,50,C,5,0.828943116
50,75,C,5,0.818044889
100,25,L,4,0.929629663
100,50,L,4,0.923321856
100,75,L,4,0.931019035
150,25,L,4,0.941035601
150,50,L,4,0.941791910
150,75,L,4,0.950117582
50,25,L,4,0.844217801
50,50,L,4,0.870648963
50,75,L,5,0.919612790
150,25,R,4,0.780104997
100,25,R,5,0.869770460
100,50,R,5,0.841974929
100,75,R,5,0.882867582
150,50,R,5,0.866317283
150,75,R,5,0.883250055
50,25,R,5,0.796152492
50,50,R,5,0.818798941
50,75,R,5,0.814190155
100,25,C,4,0.836268219
100,50,C,4,0.846051110
100,75,C,4,0.853786185
150,25,C,4,0.938239885
150,75,C,4,0.852614761
150,50,C,4,0.838084789
50,25,C,5,0.848897179
50,50,C,5,0.822443358
50,75,C,5,0.836782776
100,25,L,4,0.934270132
100,50,L,4,0.908712419
100,75,L,4,0.923061614
150,25,L,4,0.920906172
150,50,L,4,0.939077279
150,75,L,4,0.935377385
50,25,L,4,0.842013153
50,50,L,4,0.883619663
50,75,L,5,0.908713154
150,25,R,4,0.822005501
100,25,R,5,0.868327583
100,50,R,5,0.881418954
100,75,R,5,0.884250059
150,50,R,5,0.862105926
150,75,R,5,0.899991435
50,25,R,5,0.856936200
50,50,R,5,0.834307900
50,75,R,5,0.824335353
100,25,C,4,0.854810483
100,50,C,4,0.870487914
100,75,C,4,0.844583717
150,25,C,4,0.844444582
150,75,C,4,0.857959715
150,50,C,4,0.868577748
50,25,C,5,0.852086137
50,50,C,5,0.834826777
50,75,C,5,0.819475288
100,25,L,4,0.916196585
100,50,L,4,0.955004579
100,75,L,4,0.929857917
150,25,L,4,0.943932110
150,50,L,4,0.950866980
150,75,L,4,0.918740438
50,25,L,4,0.867150009
50,50,L,4,0.866965635
50,75,L,5,0.908471971
150,25,R,4,0.799497135
100,25,R,5,0.890907415
100,50,R,5,0.864380437
100,75,R,5,0.866117730
150,50,R,5,0.877135557
150,75,R,5,0.878524639
50,25,R,5,0.825732011
50,50,R,5,0.808316916
50,75,R,5,0.827332716
100,25,C,4,0.891679835
100,50,C,4,0.860439686
100,75,C,4,0.845909095
150,25,C,4,0.863733824
150,75,C,4,0.871599994
150,50,C,4,0.863663852
50,25,C,5,0.847245073
50,50,C,5,0.828050830
50,75,C,5,0.822891485
100,25,L,4,0.952877530
100,50,L,4,0.939649998
100,75,L,4,0.930941583
150,25,L,4,0.920396793
150,50,L,4,0.927916538
150,75,L,4,0.932327327
50,25,L,4,0.839088023
50,50,L,4,0.850348474
50,75,L,5,0.922147544
150,25,R,4,0.768320772
100,25,R,5,0.883460979
100,50,R,5,0.895648539
100,75,R,5,0.854366930
150,50,R,5,0.893154399
150,75,R,5,0.861780837
50,25,R,5,0.839582550
50,50,R,5,0.814497642
50,75,R,5,0.831116620
100,25,C,4,0.872485671
100,50,C,4,0.874207976
100,75,C,4,0.800831255
150,25,C,4,0.793019014
150,75,C,4,0.874134379
150,50,C,4,0.817698611
50,25,C,5,0.827287572
50,50,C,5,0.835212238
50,75,C,5,0.835917531
100,25,L,4,0.902516767
100,50,L,4,0.929605131
100,75,L,4,0.925000978
150,25,L,4,0.931170161
150,50,L,4,0.932420974
150,75,L,4,0.933792829
50,25,L,4,0.891924068
50,50,L,4,0.879785364
50,75,L,5,0.905069676
150,25,R,4,0.783016397
100,25,R,5,0.863649059
100,50,R,5,0.883540001
100,75,R,5,0.864722418
150,50,R,5,0.864931220
150,75,R,5,0.863968615
50,25,R,5,0.822413445
50,50,R,5,0.821718271
50,75,R,5,0.838832502
100,25,C,4,0.864985666
100,50,C,4,0.822040332
100,75,C,4,0.827079387
150,25,C,4,0.895514561
150,75,C,4,0.844143960
150,50,C,4,0.865645590
50,25,C,5,0.836301660
50,50,C,5,0.828712854
50,75,C,5,0.834401469
100,25,L,4,0.896639897
100,50,L,4,0.929671009
100,75,L,4,0.925615383
150,25,L,4,0.930243483
150,50,L,4,0.934548510
150,75,L,4,0.941650875
50,25,L,4,0.874945534
50,50,L,4,0.852872813
50,75,L,5,0.914572415
150,25,R,4,0.807546214
100,25,R,5,0.885643668
100,50,R,5,0.860128841
100,75,R,5,0.870931789
150,50,R,5,0.877766815
150,75,R,5,0.857624398
50,25,R,5,0.824937968
50,50,R,5,0.801489973
50,75,R,5,0.818681608
100,25,C,4,0.875277991
100,50,C,4,0.856255750
100,75,C,4,0.869540149
150,25,C,4,0.854654212
150,75,C,4,0.836610156
150,50,C,4,0.879263982
50,25,C,5,0.855309961
50,50,C,5,0.817884021
50,75,C,5,0.832862684
100,25,L,4,0.919365518
100,50,L,4,0.912115750
100,75,L,4,0.927647917
150,25,L,4,0.926604221
150,50,L,4,0.960925753
150,75,L,4,0.950861588
50,25,L,4,0.844800917
50,50,L,4,0.893948367
50,75,L,5,0.911544568
150,25,R,4,0.856126449
100,25,R,5,0.885099470
100,50,R,5,0.867094627
100,75,R,5,0.872026958
150,50,R,5,0.889414286
150,75,R,5,0.881554216
50,25,R,5,0.794072197
50,50,R,5,0.819897580
50,75,R,5,0.840006716
100,25,C,4,0.860245612
100,50,C,4,0.872200669
100,75,C,4,0.836052107
150,25,C,4,0.835714734
150,75,C,4,0.879840604
150,50,C,4,0.834907988
50,25,C,5,0.806744867
50,50,C,5,0.838350704
50,75,C,5,0.833153926
100,25,L,4,0.937171662
100,50,L,4,0.924001135
100,75,L,4,0.934886316
150,25,L,4,0.957827573
150,50,L,4,0.930838993
150,75,L,4,0.939861826
50,25,L,4,0.877576275
50,50,L,4,0.857350184
50,75,L,5,0.912226935
150,25,R,4,0.817113917
100,25,R,5,0.859002635
100,50,R,5,0.863489971
100,75,R,5,0.873457560
150,50,R,5,0.872745776
150,75,R,5,0.884487750
50,25,R,5,0.779443086
50,50,R,5,0.831019778
50,75,R,5,0.814201487
100,25,C,4,0.859296995
100,50,C,4,0.864183443
100,75,C,4,0.868862652
150,25,C,4,0.885174283
150,75,C,4,0.866057528
150,50,C,4,0.801809440
50,25,C,5,0.835405347
50,50,C,5,0.828693513
50,75,C,5,0.826526344
100,25,L,4,0.926439801
100,50,L,4,0.933067081
100,75,L,4,0.942901220
150,25,L,4,0.917628254
150,50,L,4,0.937905066
150,75,L,4,0.953973750
50,25,L,4,0.845187332
50,50,L,4,0.873474925
50,75,L,5,0.914628322
150,25,R,4,0.804343214
100,25,R,5,0.879820729
100,50,R,5,0.865682772
100,75,R,5,0.858197074
150,50,R,5,0.854663722
150,75,R,5,0.912163353
50,25,R,5,0.849567876
50,50,R,5,0.818892533
50,75,R,5,0.807721517
100,25,C,4,0.849534020
100,50,C,4,0.870934787
100,75,C,4,0.861337990
150,25,C,4,0.787779354
150,75,C,4,0.858000517
150,50,C,4,0.886957709
50,25,C,5,0.836881301
50,50,C,5,0.845083340
50,75,C,5,0.832295882
100,25,L,4,0.932766448
100,50,L,4,0.936889786
100,75,L,4,0.931748644
150,25,L,4,0.948043272
150,50,L,4,0.929926040
150,75,L,4,0.933424875
50,25,L,4,0.885804256
50,50,L,4,0.876433368
50,75,L,5,0.906708847
150,25,R,4,0.793990851
100,25,R,5,0.854825781
100,50,R,5,0.845646321
100,75,R,5,0.874387816
150,50,R,5,0.891251337
150,75,R,5,0.867234356
50,25,R,5,0.827846805
50,50,R,5,0.830198830
50,75,R,5,0.821010837
100,25,C,4,0.873190205
100,50,C,4,0.812967205
100,75,C,4,0.833903091
150,25,C,4,0.847671324
150,75,C,4,0.858017083
150,50,C,4,0.877972348
50,25,C,5,0.825392084
50,50,C,5,0.840597552
50,75,C,5,0.829128973
100,25,L,4,0.921194209
100,50,L,4,0.925692135
100,75,L,4,0.927811637
150,25,L,4,0.937196506
150,50,L,4,0.921932995
150,75,L,4,0.927933668
50,25,L,4,0.834054513
50,50,L,4,0.836192702
50,75,L,5,0.917742782
150,25,R,4,0.774352916
100,25,R,5,0.874711483
100,50,R,5,0.859404578
100,75,R,5,0.877622802
150,50,R,5,0.882890174
150,75,R,5,0.896209699
50,25,R,5,0.820361782
50,50,R,5,0.842270077
50,75,R,5,0.821392473
100,25,C,4,0.821258556
100,50,C,4,0.845023245
100,75,C,4,0.831721967
150,25,C,4,0.910390953
150,75,C,4,0.880288756
150,50,C,4,0.888141048
50,25,C,5,0.824921614
50,50,C,5,0.828566246
50,75,C,5,0.834870768
100,25,L,4,0.920752685
100,50,L,4,0.901323139
100,75,L,4,0.925166715
150,25,L,4,0.937350437
150,50,L,4,0.944050595
150,75,L,4,0.949160888
50,25,L,4,0.867658929
50,50,L,4,0.847962938
50,75,L,5,0.915950654
150,25,R,4,0.814866827
100,25,R,5,0.836851401
100,50,R,5,0.843206776
100,75,R,5,0.864450832
150,50,R,5,0.913165154
150,75,R,5,0.891567215
50,25,R,5,0.821319387
50,50,R,5,0.813539651
50,75,R,5,0.828049034
100,25,C,4,0.881780821
100,50,C,4,0.831958000
100,75,C,4,0.815963719
150,25,C,4,0.866421724
150,75,C,4,0.862273227
150,50,C,4,0.840805576
50,25,C,5,0.801680622
50,50,C,5,0.827709077
50,75,C,5,0.816759260
100,25,L,4,0.908471657
100,50,L,4,0.917733488
100,75,L,4,0.931686495
150,25,L,4,0.941187273
150,50,L,4,0.943245121
150,75,L,4,0.921727930
50,25,L,4,0.827611447
50,50,L,4,0.869761875
50,75,L,5,0.895908802
150,25,R,4,0.806614157
100,25,R,5,0.864653183
100,50,R,5,0.871447887
100,75,R,5,0.867820040
150,50,R,5,0.859238571
150,75,R,5,0.891653424
50,25,R,5,0.798950410
50,50,R,5,0.828986735
50,75,R,5,0.838888161
100,25,C,4,0.837302375
100,50,C,4,0.852948764
100,75,C,4,0.824373605
150,25,C,4,0.898777749
150,75,C,4,0.848038314
150,50,C,4,0.846062179
50,25,C,5,0.834083219
50,50,C,5,0.835249323
50,75,C,5,0.831226456
100,25,L,4,0.924964719
100,50,L,4,0.933281923
100,75,L,4,0.922775222
150,25,L,4,0.958290159
150,50,L,4,0.947481980
150,75,L,4,0.937856482
50,25,L,4,0.879430157
50,50,L,4,0.857210882
50,75,L,5,0.922686605
150,25,R,4,0.856491641
100,25,R,5,0.841000985
100,50,R,5,0.877820147
100,75,R,5,0.860480128
150,50,R,5,0.890153246
150,75,R,5,0.880043282
50,25,R,5,0.798479795
50,50,R,5,0.810320865
50,75,R,5,0.821585251
100,25,C,4,0.863237041
100,50,C,4,0.872724962
100,75,C,4,0.841339286
150,25,C,4,0.878563604
150,75,C,4,0.855378012
150,50,C,4,0.785533979
50,25,C,5,0.844050620
50,50,C,5,0.808150822
50,75,C,5,0.825572111
100,25,L,4,0.947824122
100,50,L,4,0.941256508
100,75,L,4,0.931100055
150,25,L,4,0.954998431
150,50,L,4,0.942178139
150,75,L,4,0.936203959
50,25,L,4,0.863674555
50,50,L,4,0.855525769
50,75,L,5,0.911620633
150,25,R,4,0.819073772
100,25,R,5,0.869045450
100,50,R,5,0.875885284
100,75,R,5,0.856004878
150,50,R,5,0.864963597
150,75,R,5,0.876920175
50,25,R,5,0.840886476
50,50,R,5,0.820675859
50,75,R,5,0.827029078
100,25,C,4,0.826277949
100,50,C,4,0.865379701
100,75,C,4,0.862526257
150,25,C,4,0.808972935
150,75,C,4,0.878791404
150,50,C,4,0.871176545
50,25,C,5,0.827673815
50,50,C,5,0.828417027
50,75,C,5,0.820556277
100,25,L,4,0.918759945
100,50,L,4,0.906964310
100,75,L,4,0.925783638
150,25,L,4,0.940092168
150,50,L,4,0.944810950
150,75,L,4,0.941010622
50,25,L,4,0.852898487
50,50,L,4,0.841332307
50,75,L,5,0.914563027
150,25,R,4,0.756927869
100,25,R,5,0.875509757
100,50,R,5,0.869420899
100,75,R,5,0.874866095
150,50,R,5,0.899094239
150,75,R,5,0.887389702
50,25,R,5,0.839487370
50,50,R,5,0.825098409
50,75,R,5,0.843653519
100,25,C,4,0.792015721
100,50,C,4,0.850272740
100,75,C,4,0.837394307
150,25,C,4,0.858607761
150,75,C,4,0.878038851
150,50,C,4,0.845295563
50,25,C,5,0.822640790
50,50,C,5,0.827697537
50,75,C,5,0.824808838
100,25,L,4,0.913784303
100,50,L,4,0.930639400
100,75,L,4,0.925869899
150,25,L,4,0.933356501
150,50,L,4,0.935898109
150,75,L,4,0.951333179
50,25,L,4,0.843048624
50,50,L,4,0.869233128
50,75,L,5,0.913746177
150,25,R,4,0.810659003
100,25,R,5,0.873775161
100,50,R,5,0.864560640
100,75,R,5,0.878053174
150,50,R,5,0.881587585
150,75,R,5,0.879758109
50,25,R,5,0.828433824
50,50,R,5,0.850300500
50,75,R,5,0.824019314
100,25,C,4,0.826988032
100,50,C,4,0.865074272
100,75,C,4,0.853170626
150,25,C,4,0.916122503
150,75,C,4,0.879883958
150,50,C,4,0.867954867
50,25,C,5,0.837046771
50,50,C,5,0.812114243
50,75,C,5,0.831675830
100,25,L,4,0.948032312
100,50,L,4,0.913941504
100,75,L,4,0.927999940
150,25,L,4,0.937374140
150,50,L,4,0.923026572
150,75,L,4,0.937051730
50,25,L,4,0.859328336
50,50,L,4,0.870807813
50,75,L,5,0.919079101
150,25,R,4,0.833276179
100,25,R,5,0.844072153
100,50,R,5,0.853532390
100,75,R,5,0.872800720
150,50,R,5,0.861970838
150,75,R,5,0.885058310
50,25,R,5,0.802533314
50,50,R,5,0.828700073
50,75,R,5,0.820977330
100,25,C,4,0.834284488
100,50,C,4,0.842992624
100,75,C,4,0.863256873
150,25,C,4,0.883819581
150,75,C,4,0.859140681
150,50,C,4,0.852672886
50,25,C,5,0.843977551
50,50,C,5,0.829787829
50,75,C,5,0.810836525
100,25,L,4,0.920340951
100,50,L,4,0.917970146
100,75,L,4,0.934130331
150,25,L,4,0.949701653
