ws,ov,pos,md,wf1
150,50,C,4,0.871276790
50,25,C,5,0.833052331
50,50,C,5,0.828228573
50,75,C,5,0.847367441
100,25,L,4,0.945209395
100,50,L,4,0.938136898
100,75,L,4,0.933282167
150,25,L,4,0.944280217
150,50,L,4,0.909281612
150,75,L,4,0.933225743
50,25,L,4,0.804331437
50,50,L,4,0.880192756
50,75,L,5,0.905854000
150,25,R,4,0.826133449
100,25,R,5,0.876827093
100,50,R,5,0.886813216
100,75,R,5,0.876008515
150,50,R,5,0.890443754
150,75,R,5,0.884353671
50,25,R,5,0.835760164
50,50,R,5,0.816655263
50,75,R,5,0.822702462
100,25,C,4,0.869952439
100,50,C,4,0.882793961
100,75,C,4,0.820367963
150,25,C,4,0.871534869
150,75,C,4,0.867539211
150,50,C,4,0.844973857
50,25,C,5,0.827906660
50,50,C,5,0.829543698
50,75,C,5,0.831256275
100,25,L,4,0.900980683
100,50,L,4,0.929928590
100,75,L,4,0.940345577
150,25,L,4,0.944566039
150,50,L,4,0.926827600
150,75,L,4,0.934998227
50,25,L,4,0.790471785
50,50,L,4,0.867080829
50,75,L,5,0.926197049
150,25,R,4,0.809210012
100,25,R,5,0.852704583
100,50,R,5,0.880253286
100,75,R,5,0.875281461
150,50,R,5,0.884908021
150,75,R,5,0.867654105
50,25,R,5,0.833567994
50,50,R,5,0.813645910
50,75,R,5,0.828462814
100,25,C,4,0.836407322
100,50,C,4,0.854049536
100,75,C,4,0.854468746
150,25,C,4,0.837037960
150,75,C,4,0.866258729
150,50,C,4,0.860484153
50,25,C,5,0.816736001
50,50,C,5,0.804932545
50,75,C,5,0.833057813
100,25,L,4,0.908615222
100,50,L,4,0.916977148
100,75,L,4,0.938387064
150,25,L,4,0.923476788
150,50,L,4,0.920809072
150,75,L,4,0.943344008
50,25,L,4,0.856614149
50,50,L,4,0.853861475
50,75,L,5,0.919773264
150,25,R,4,0.809577353
100,25,R,5,0.865697638
100,50,R,5,0.881050184
100,75,R,5,0.890688595
150,50,R,5,0.858902043
150,75,R,5,0.877922019
50,25,R,5,0.805981888
50,50,R,5,0.812371864
50,75,R,5,0.814663341
100,25,C,4,0.849627925
100,50,C,4,0.829384545
100,75,C,4,0.853829272
150,25,C,4,0.887474487
150,75,C,4,0.859633766
150,50,C,4,0.868948309
50,25,C,5,0.854595431
50,50,C,5,0.847107797
50,75,C,5,0.822499500
100,25,L,4,0.918365346
100,50,L,4,0.922804279
100,75,L,4,0.933716261
150,25,L,4,0.923064140
150,50,L,4,0.932964207
150,75,L,4,0.947492447
50,25,L,4,0.879915243
50,50,L,4,0.846343182
50,75,L,5,0.924327450
150,25,R,4,0.783286077
100,25,R,5,0.845237463
100,50,R,5,0.876910233
100,75,R,5,0.889237671
150,50,R,5,0.900321864
150,75,R,5,0.862402286
50,25,R,5,0.809047502
50,50,R,5,0.831502777
50,75,R,5,0.828308296
100,25,C,4,0.826571181
100,50,C,4,0.832895269
100,75,C,4,0.860281085
150,25,C,4,0.829088050
150,75,C,4,0.848489472
150,50,C,4,0.845619113
50,25,C,5,0.800830543
50,50,C,5,0.816514892
50,75,C,5,0.841159946
100,25,L,4,0.921429461
100,50,L,4,0.906775728
100,75,L,4,0.923932338
150,25,L,4,0.918800470
150,50,L,4,0.934916770
150,75,L,4,0.938547277
50,25,L,4,0.858292898
50,50,L,4,0.882539910
50,75,L,5,0.902014261
150,25,R,4,0.812898566
100,25,R,5,0.844002205
100,50,R,5,0.870816462
100,75,R,5,0.852969330
150,50,R,5,0.879134854
150,75,R,5,0.888312739
50,25,R,5,0.808957221
50,50,R,5,0.823955010
50,75,R,5,0.824983643
100,25,C,4,0.855261523
100,50,C,4,0.802541518
100,75,C,4,0.827321413
150,25,C,4,0.884196277
150,75,C,4,0.866770072
150,50,C,4,0.863612369
50,25,C,5,0.818254704
50,50,C,5,0.818677757
50,75,C,5,0.812496644
100,25,L,4,0.910071079
100,50,L,4,0.932305532
100,75,L,4,0.926554855
150,25,L,4,0.957434542
150,50,L,4,0.946665863
150,75,L,4,0.940015318
50,25,L,4,0.836958932
50,50,L,4,0.850092145
50,75,L,5,0.913553924
150,25,R,4,0.806135386
100,25,R,5,0.894045936
100,50,R,5,0.842906301
100,75,R,5,0.878221947
150,50,R,5,0.880493187
150,75,R,5,0.909341186
50,25,R,5,0.833307814
50,50,R,5,0.829694544
50,75,R,5,0.817536985
100,25,C,4,0.858630509
100,50,C,4,0.776504185
100,75,C,4,0.821552745
150,25,C,4,0.869450434
150,75,C,4,0.838534491
150,50,C,4,0.854588203
50,25,C,5,0.842889066
50,50,C,5,0.824199449
50,75,C,5,0.831323071
100,25,L,4,0.913583445
100,50,L,4,0.921243300
100,75,L,4,0.915337675
150,25,L,4,0.933153897
150,50,L,4,0.960264876
150,75,L,4,0.935834393
50,25,L,4,0.873981646
50,50,L,4,0.899622515
50,75,L,5,0.915257347
150,25,R,4,0.799333012
100,25,R,5,0.857206502
100,50,R,5,0.886998202
100,75,R,5,0.854784274
150,50,R,5,0.872721738
150,75,R,5,0.898300356
50,25,R,5,0.811979670
50,50,R,5,0.831034933
50,75,R,5,0.817702316
100,25,C,4,0.847641429
100,50,C,4,0.862453329
100,75,C,4,0.855421238
150,25,C,4,0.865316803
150,75,C,4,0.869752617
150,50,C,4,0.889786706
50,25,C,5,0.824441918
50,50,C,5,0.835666332
50,75,C,5,0.822042308
100,25,L,4,0.927893811
100,50,L,4,0.950496270
100,75,L,4,0.928857884
150,25,L,4,0.938569756
150,50,L,4,0.923319800
150,75,L,4,0.934437953
50,25,L,4,0.868564086
50,50,L,4,0.871330280
50,75,L,5,0.922740378
150,25,R,4,0.804168078
100,25,R,5,0.866081451
100,50,R,5,0.877655664
100,75,R,5,0.872521322
150,50,R,5,0.886946687
150,75,R,5,0.888336975
50,25,R,5,0.808985032
50,50,R,5,0.826704470
50,75,R,5,0.843018690
100,25,C,4,0.819743747
100,50,C,4,0.854187909
100,75,C,4,0.846833622
150,25,C,4,0.858304680
150,75,C,4,0.853274854
150,50,C,4,0.858055329
50,25,C,5,0.823498081
50,50,C,5,0.822249504
50,75,C,5,0.827693096
100,25,L,4,0.923202932
100,50,L,4,0.904257522
100,75,L,4,0.926169073
150,25,L,4,0.882528043
150,50,L,4,0.948507553
150,75,L,4,0.945960925
50,25,L,4,0.831014264
50,50,L,4,0.842778477
50,75,L,5,0.910202908
150,25,R,4,0.793985609
100,25,R,5,0.877022540
100,50,R,5,0.844036333
100,75,R,5,0.889140043
150,50,R,5,0.884456310
150,75,R,5,0.877159986
50,25,R,5,0.806788750
50,50,R,5,0.839306325
50,75,R,5,0.829884856
100,25,C,4,0.884128285
100,50,C,4,0.863446512
100,75,C,4,0.824514590
150,25,C,4,0.866759305
150,75,C,4,0.887052585
150,50,C,4,0.874258607
50,25,C,5,0.842855384
50,50,C,5,0.820495070
50,75,C,5,0.840336301
100,25,L,4,0.906781754
100,50,L,4,0.950763842
100,75,L,4,0.929844438
150,25,L,4,0.936858477
150,50,L,4,0.928190108
150,75,L,4,0.942383938
50,25,L,4,0.838298748
50,50,L,4,0.865584809
50,75,L,5,0.912925794
150,25,R,4,0.816791257
100,25,R,5,0.855500169
100,50,R,5,0.853108922
100,75,R,5,0.845285847
150,50,R,5,0.873121421
150,75,R,5,0.903244797
50,25,R,5,0.844513962
50,50,R,5,0.813973871
50,75,R,5,0.812735416
100,25,C,4,0.867113847
100,50,C,4,0.861281852
100,75,C,4,0.866638785
150,25,C,4,0.823894995
150,75,C,4,0.872118264
150,50,C,4,0.872031495
50,25,C,5,0.807163548
50,50,C,5,0.835884701
50,75,C,5,0.837009536
100,25,L,4,0.932327294
100,50,L,4,0.921582658
100,75,L,4,0.925552235
150,25,L,4,0.933731999
150,50,L,4,0.940675789
150,75,L,4,0.930966232
50,25,L,4,0.848974204
50,50,L,4,0.866130470
50,75,L,5,0.918561974
150,25,R,4,0.789003074
100,25,R,5,0.876954727
100,50,R,5,0.867131128
100,75,R,5,0.858484150
150,50,R,5,0.866245789
150,75,R,5,0.844330224
50,25,R,5,0.816860193
50,50,R,5,0.846254975
50,75,R,5,0.853132711
100,25,C,4,0.814551067
100,50,C,4,0.851977870
100,75,C,4,0.838474585
150,25,C,4,0.870272983
150,75,C,4,0.875447796
150,50,C,4,0.857877715
50,25,C,5,0.847785854
50,50,C,5,0.842290561
50,75,C,5,0.841965438
100,25,L,4,0.912650879
100,50,L,4,0.930362269
100,75,L,4,0.934353921
150,25,L,4,0.927748840
150,50,L,4,0.927267269
150,75,L,4,0.945522414
50,25,L,4,0.871597647
50,50,L,4,0.863991943
50,75,L,5,0.906660636
150,25,R,4,0.788495025
100,25,R,5,0.880209941
100,50,R,5,0.848660008
100,75,R,5,0.891538443
150,50,R,5,0.862824121
150,75,R,5,0.884123318
50,25,R,5,0.812512033
50,50,R,5,0.832810357
50,75,R,5,0.814350948
100,25,C,4,0.844831896
100,50,C,4,0.845154009
100,75,C,4,0.855456370
150,25,C,4,0.867312103
150,75,C,4,0.861049766
150,50,C,4,0.862116780
50,25,C,5,0.836940314
50,50,C,5,0.840024864
50,75,C,5,0.833177073
100,25,L,4,0.911815031
100,50,L,4,0.912320469
100,75,L,4,0.932129985
150,25,L,4,0.941347652
150,50,L,4,0.922968381
150,75,L,4,0.923216754
50,25,L,4,0.879467824
50,50,L,4,0.846864771
50,75,L,5,0.912849116
150,25,R,4,0.807064225
100,25,R,5,0.853154862
100,50,R,5,0.860729477
100,75,R,5,0.867344862
150,50,R,5,0.893481751
150,75,R,5,0.881474203
50,25,R,5,0.807207422
50,50,R,5,0.814577773
50,75,R,5,0.838131527
100,25,C,4,0.834292782
100,50,C,4,0.812053290
100,75,C,4,0.825611320
150,25,C,4,0.901912940
150,75,C,4,0.865226126
150,50,C,4,0.841794150
50,25,C,5,0.848954934
50,50,C,5,0.826218024
50,75,C,5,0.839115591
100,25,L,4,0.946145153
100,50,L,4,0.922154230
100,75,L,4,0.938574351
150,25,L,4,0.931035117
150,50,L,4,0.925107509
150,75,L,4,0.948583506
50,25,L,4,0.877177930
50,50,L,4,0.824011730
50,75,L,5,0.918911606
150,25,R,4,0.822100109
100,25,R,5,0.870045599
100,50,R,5,0.886661556
100,75,R,5,0.866553945
150,50,R,5,0.901826725
150,75,R,5,0.899597572
50,25,R,5,0.805622397
50,50,R,5,0.815026414
50,75,R,5,0.810425485
100,25,C,4,0.863659438
100,50,C,4,0.859398903
100,75,C,4,0.827081007
150,25,C,4,0.899067506
150,75,C,4,0.855479091
150,50,C,4,0.887250710
50,25,C,5,0.822512977
50,50,C,5,0.809060769
50,75,C,5,0.829379962
100,25,L,4,0.925519158
100,50,L,4,0.939764704
100,75,L,4,0.926172382
150,25,L,4,0.968675856
150,50,L,4,0.937379559
150,75,L,4,0.943627226
50,25,L,4,0.886425018
50,50,L,4,0.876989625
50,75,L,5,0.915988507
150,25,R,4,0.740579906
100,25,R,5,0.856985980
100,50,R,5,0.890461974
100,75,R,5,0.876881435
150,50,R,5,0.877071876
150,75,R,5,0.881148050
50,25,R,5,0.821239779
50,50,R,5,0.806643981
50,75,R,5,0.815811479
100,25,C,4,0.872330772
100,50,C,4,0.824771076
100,75,C,4,0.831735666
150,25,C,4,0.841914057
150,75,C,4,0.858117941
150,50,C,4,0.863170826
50,25,C,5,0.824052794
50,50,C,5,0.843418560
50,75,C,5,0.814072007
100,25,L,4,0.917105848
100,50,L,4,0.912658410
100,75,L,4,0.927079284
150,25,L,4,0.943910640
150,50,L,4,0.935639052
150,75,L,4,0.940138533
50,25,L,4,0.892232423
50,50,L,4,0.867870199
50,75,L,5,0.915692444
150,25,R,4,0.779164749
100,25,R,5,0.876660304
100,50,R,5,0.855452321
100,75,R,5,0.863656079
150,50,R,5,0.888544041
150,75,R,5,0.875981277
50,25,R,5,0.824054341
50,50,R,5,0.818518497
50,75,R,5,0.826960097
100,25,C,4,0.836513070
100,50,C,4,0.856540079
100,75,C,4,0.848846975
150,25,C,4,0.879540563
150,75,C,4,0.884261013
150,50,C,4,0.862697022
50,25,C,5,0.831136705
50,50,C,5,0.824397291
50,75,C,5,0.823523792
100,25,L,4,0.944274227
100,50,L,4,0.924885846
100,75,L,4,0.919667996
150,25,L,4,0.908443911
150,50,L,4,0.958148226
150,75,L,4,0.939242522
50,25,L,4,0.869801932
50,50,L,4,0.855227225
50,75,L,5,0.927320216
150,25,R,4,0.758635649
100,25,R,5,0.880684987
100,50,R,5,0.868275498
100,75,R,5,0.881654226
150,50,R,5,0.913048686
150,75,R,5,0.900114283
50,25,R,5,0.817826823
50,50,R,5,0.821270692
50,75,R,5,0.825255188
100,25,C,4,0.893579343
100,50,C,4,0.836011303
100,75,C,4,0.833760762
150,25,C,4,0.891286029
150,75,C,4,0.873119507
150,50,C,4,0.862854668
50,25,C,5,0.824323875
50,50,C,5,0.817372299
50,75,C,5,0.841353474
100,25,L,4,0.936289202
100,50,L,4,0.930709859
100,75,L,4,0.909886543
150,25,L,4,0.951577495
150,50,L,4,0.938045888
150,75,L,4,0.936199323
50,25,L,4,0.875770610
50,50,L,4,0.836169946
50,75,L,5,0.912896925
150,25,R,4,0.797225630
100,25,R,5,0.880840823
100,50,R,5,0.871912649
100,75,R,5,0.887351805
150,50,R,5,0.901170516
150,75,R,5,0.897904825
50,25,R,5,0.811049903
50,50,R,5,0.815182776
50,75,R,5,0.842330563
100,25,C,4,0.849421809
100,50,C,4,0.825812824
100,75,C,4,0.865209453
150,25,C,4,0.877364019
150,75,C,4,0.856447042
150,50,C,4,0.847242843
50,25,C,5,0.838237619
50,50,C,5,0.828327596
50,75,C,5,0.828171653
100,25,L,4,0.909448703
100,50,L,4,0.936522553
100,75,L,4,0.916159591
150,25,L,4,0.943676109
150,50,L,4,0.922707217
150,75,L,4,0.933781631
50,25,L,4,0.856949171
50,50,L,4,0.859433510
50,75,L,5,0.915972285
150,25,R,4,0.764191063
100,25,R,5,0.840951752
100,50,R,5,0.847808592
100,75,R,5,0.861025175
150,50,R,5,0.858521685
150,75,R,5,0.851923365
50,25,R,5,0.799030863
50,50,R,5,0.815874857
50,75,R,5,0.822724416
100,25,C,4,0.840913290
100,50,C,4,0.870268407
100,75,C,4,0.835868531
150,25,C,4,0.869671380
150,75,C,4,0.854154499
150,50,C,4,0.870141001
50,25,C,5,0.822051182
50,50,C,5,0.846345175
50,75,C,5,0.845317167
100,25,L,4,0.943543797
100,50,L,4,0.936808124
100,75,L,4,0.930612314
150,25,L,4,0.933294920
150,50,L,4,0.921809100
150,75,L,4,0.940894581
50,25,L,4,0.838431681
50,50,L,4,0.872463112
50,75,L,5,0.912045201
150,25,R,4,0.826174638
100,25,R,5,0.833338524
100,50,R,5,0.873720255
100,75,R,5,0.844104895
150,50,R,5,0.869432317
150,75,R,5,0.868251442
50,25,R,5,0.830196771
50,50,R,5,0.859297539
50,75,R,5,0.807509429
100,25,C,4,0.789868606
100,50,C,4,0.873052994
100,75,C,4,0.829147119
150,25,C,4,0.856559179
150,75,C,4,0.884437236
150,50,C,4,0.864120508
50,25,C,5,0.817871953
50,50,C,5,0.821089934
50,75,C,5,0.830612189
100,25,L,4,0.897701498
100,50,L,4,0.936129006
100,75,L,4,0.940238842
150,25,L,4,0.948104465
150,50,L,4,0.929358247
150,75,L,4,0.943940674
50,25,L,4,0.845547417
50,50,L,4,0.886373739
50,75,L,5,0.912673906
150,25,R,4,0.789932010
100,25,R,5,0.864917114
100,50,R,5,0.888137180
100,75,R,5,0.856774262
150,50,R,5,0.854806736
150,75,R,5,0.891845820
50,25,R,5,0.815407420
50,50,R,5,0.828510133
50,75,R,5,0.835019441
100,25,C,4,0.861386250
100,50,C,4,0.843676080
100,75,C,4,0.862870788
150,25,C,4,0.865515993
150,75,C,4,0.857819005
150,50,C,4,0.864464814
50,25,C,5,0.839581904
50,50,C,5,0.825407455
50,75,C,5,0.822768595
100,25,L,4,0.934915081
100,50,L,4,0.920402184
100,75,L,4,0.901783550
150,25,L,4,0.947345543
150,50,L,4,0.918925745
150,75,L,4,0.948257421
50,25,L,4,0.849415459
50,50,L,4,0.885612356
50,75,L,5,0.916484066
150,25,R,4,0.843132026
100,25,R,5,0.890892981
100,50,R,5,0.862459843
100,75,R,5,0.875357394
150,50,R,5,0.899646558
150,75,R,5,0.892393885
50,25,R,5,0.828457149
50,50,R,5,0.811624688
50,75,R,5,0.797530147
100,25,C,4,0.837067234
100,50,C,4,0.867354609
100,75,C,4,0.801219163
150,25,C,4,0.835428610
150,75,C,4,0.865645842
150,50,C,4,0.878697434
50,25,C,5,0.846668497
50,50,C,5,0.835832887
50,75,C,5,0.817729041
100,25,L,4,0.904308920
100,50,L,4,0.919612406
100,75,L,4,0.932728436
150,25,L,4,0.915863237
150,50,L,4,0.935810216
150,75,L,4,0.929164867
50,25,L,4,0.883387387
50,50,L,4,0.847412902
50,75,L,5,0.924927829
150,25,R,4,0.783932804
100,25,R,5,0.875793493
100,50,R,5,0.887200126
100,75,R,5,0.860398141
150,50,R,5,0.844463723
150,75,R,5,0.893868867
50,25,R,5,0.829544613
50,50,R,5,0.838186062
50,75,R,5,0.805634766
100,25,C,4,0.848404092
100,50,C,4,0.849589496
100,75,C,4,0.825695006
150,25,C,4,0.882764209
150,75,C,4,0.851435798
150,50,C,4,0.855662606
50,25,C,5,0.802928895
50,50,C,5,0.820196393
50,75,C,5,0.832016859
100,25,L,4,0.934487858
100,50,L,4,0.936462817
100,75,L,4,0.923807025
150,25,L,4,0.934157899
150,50,L,4,0.958011474
150,75,L,4,0.944967703
50,25,L,4,0.862833956
50,50,L,4,0.864843885
50,75,L,5,0.912892888
150,25,R,4,0.789481444
100,25,R,5,0.859844331
100,50,R,5,0.871232784
100,75,R,5,0.850453492
150,50,R,5,0.863609799
150,75,R,5,0.902335289
50,25,R,5,0.829914257
50,50,R,5,0.810578806
50,75,R,5,0.824878097
100,25,C,4,0.868194703
100,50,C,4,0.842991363
100,75,C,4,0.862390983
150,25,C,4,0.880489071
150,75,C,4,0.863054897
150,50,C,4,0.831793645
50,25,C,5,0.840370662
50,50,C,5,0.827883713
50,75,C,5,0.830360527
100,25,L,4,0.914481723
100,50,L,4,0.921482712
100,75,L,4,0.920592673
150,25,L,4,0.903448555
150,50,L,4,0.936333931
150,75,L,4,0.948189682
50,25,L,4,0.858685643
50,50,L,4,0.862997588
50,75,L,5,0.913844829
150,25,R,4,0.844289970
100,25,R,5,0.900943030
100,50,R,5,0.863363804
100,75,R,5,0.872322213
150,50,R,5,0.864999112
150,75,R,5,0.876827750
50,25,R,5,0.798325297
50,50,R,5,0.800446543
50,75,R,5,0.836074654
100,25,C,4,0.856098802
100,50,C,4,0.869442956
100,75,C,4,0.834724809
150,25,C,4,0.836732036
150,75,C,4,0.856602352
150,50,C,4,0.885734963
50,25,C,5,0.834800896
50,50,C,5,0.839095707
50,75,C,5,0.839948508
100,25,L,4,0.929594630
100,50,L,4,0.921499196
100,75,L,4,0.918175173
150,25,L,4,0.941755825
150,50,L,4,0.949156627
150,75,L,4,0.936055260
50,25,L,4,0.869004776
50,50,L,4,0.880759609
50,75,L,5,0.907226680
150,25,R,4,0.855171420
100,25,R,5,0.847585502
100,50,R,5,0.883844437
100,75,R,5,0.885310443
150,50,R,5,0.891526650
150,75,R,5,0.893634962
50,25,R,5,0.829129284
50,50,R,5,0.830766586
50,75,R,5,0.815807946
100,25,C,4,0.842570721
100,50,C,4,0.865104684
100,75,C,4,0.851283043
150,25,C,4,0.903615590
150,75,C,4,0.814172888
150,50,C,4,0.885398334
50,25,C,5,0.830224112
50,50,C,5,0.812030581
50,75,C,5,0.834048366
100,25,L,4,0.937004664
100,50,L,4,0.925284361
100,75,L,4,0.933159609
150,25,L,4,0.941010331
150,50,L,4,0.956138928
150,75,L,4,0.937845800
50,25,L,4,0.855687024
50,50,L,4,0.852003757
50,75,L,5,0.908212481
150,25,R,4,0.799635965
100,25,R,5,0.864903080
100,50,R,5,0.830883102
100,75,R,5,0.862133719
150,50,R,5,0.895881618
150,75,R,5,0.872984365
50,25,R,5,0.806162418
50,50,R,5,0.840611777
50,75,R,5,0.822583579
100,25,C,4,0.839289790
100,50,C,4,0.861464182
100,75,C,4,0.861380070
150,25,C,4,0.846644255
150,75,C,4,0.858753152
150,50,C,4,0.872937301
50,25,C,5,0.810325263
50,50,C,5,0.826339174
50,75,C,5,0.841725966
100,25,L,4,0.904914116
100,50,L,4,0.928192744
100,75,L,4,0.915821020
150,25,L,4,0.948295644
150,50,L,4,0.891381907
150,75,L,4,0.941311965
50,25,L,4,0.866813325
50,50,L,4,0.860217259
50,75,L,5,0.921389810
150,25,R,4,0.813145336
100,25,R,5,0.843391671
100,50,R,5,0.883060460
100,75,R,5,0.840988616
150,50,R,5,0.876072898
150,75,R,5,0.869880896
50,25,R,5,0.823296230
50,50,R,5,0.827575526
50,75,R,5,0.828858745
100,25,C,4,0.875806057
100,50,C,4,0.876342133
100,75,C,4,0.840899382
150,25,C,4,0.876666661
150,75,C,4,0.867690173
150,50,C,4,0.852170167
50,25,C,5,0.820661110
50,50,C,5,0.837357502
50,75,C,5,0.815872047
100,25,L,4,0.934883120
100,50,L,4,0.934771395
100,75,L,4,0.944773200
150,25,L,4,0.944167143
150,50,L,4,0.929351369
150,75,L,4,0.928821046
50,25,L,4,0.902186308
50,50,L,4,0.854310796
50,75,L,5,0.919032032
150,25,R,4,0.800256770
100,25,R,5,0.870892578
100,50,R,5,0.880787454
100,75,R,5,0.867203881
150,50,R,5,0.870160377
150,75,R,5,0.897485893
50,25,R,5,0.827146546
50,50,R,5,0.833362912
50,75,R,5,0.835907708
100,25,C,4,0.874263895
100,50,C,4,0.864337349
100,75,C,4,0.862334364
150,25,C,4,0.912974544
150,75,C,4,0.894416098
150,50,C,4,0.846485987
50,25,C,5,0.831388324
50,50,C,5,0.809558354
50,75,C,5,0.828162853
100,25,L,4,0.931498974
100,50,L,4,0.930934788
100,75,L,4,0.925913222
150,25,L,4,0.929834144
150,50,L,4,0.944740884
150,75,L,4,0.940608622
50,25,L,4,0.835496339
50,50,L,4,0.854382708
50,75,L,5,0.906772724
150,25,R,4,0.833680333
100,25,R,5,0.864574195
100,50,R,5,0.869968062
100,75,R,5,0.883798345
150,50,R,5,0.876879745
150,75,R,5,0.873144633
50,25,R,5,0.824301940
50,50,R,5,0.819475642
50,75,R,5,0.825166619
100,25,C,4,0.833740865
100,50,C,4,0.840762907
100,75,C,4,0.810915322
150,25,C,4,0.858114315
150,75,C,4,0.862477903
150,50,C,4,0.879408632
50,25,C,5,0.823105946
50,50,C,5,0.829145586
50,75,C,5,0.845518211
100,25,L,4,0.941607420
100,50,L,4,0.911780044
100,75,L,4,0.932149971
150,25,L,4,0.961735961
150,50,L,4,0.918569549
150,75,L,4,0.944194530
50,25,L,4,0.823053468
50,50,L,4,0.890334386
50,75,L,5,0.924853595
150,25,R,4,0.749426755
100,25,R,5,0.851326608
100,50,R,5,0.862552558
100,75,R,5,0.874342993
150,50,R,5,0.868210153
150,75,R,5,0.887827529
50,25,R,5,0.800783879
50,50,R,5,0.839624247
50,75,R,5,0.813358399
100,25,C,4,0.826400180
100,50,C,4,0.863989716
100,75,C,4,0.853244968
150,25,C,4,0.831140988
150,75,C,4,0.856187313
150,50,C,4,0.851399311
50,25,C,5,0.818961212
50,50,C,5,0.836787627
50,75,C,5,0.835376038
100,25,L,4,0.926061303
100,50,L,4,0.930095176
100,75,L,4,0.917147129
150,25,L,4,0.939575387
150,50,L,4,0.941750743
150,75,L,4,0.932949778
50,25,L,4,0.864437776
50,50,L,4,0.851099079
50,75,L,5,0.910655934
150,25,R,4,0.788930990
100,25,R,5,0.860698384
100,50,R,5,0.870945094
100,75,R,5,0.883274684
150,50,R,5,0.865867707
150,75,R,5,0.875260218
50,25,R,5,0.822104627
50,50,R,5,0.815065383
50,75,R,5,0.820370170
100,25,C,4,0.859430140
100,50,C,4,0.852307901
100,75,C,4,0.846403897
150,25,C,4,0.855121091
150,75,C,4,0.858719938
150,50,C,4,0.837336724
50,25,C,5,0.859165062
50,50,C,5,0.832076070
50,75,C,5,0.830497214
100,25,L,4,0.897566366
100,50,L,4,0.921927740
100,75,L,4,0.918219272
150,25,L,4,0.927256439
150,50,L,4,0.921656426
150,75,L,4,0.949617250
50,25,L,4,0.872914424
50,50,L,4,0.864270620
50,75,L,5,0.914915585
150,25,R,4,0.802335160
100,25,R,5,0.871440672
100,50,R,5,0.829142047
100,75,R,5,0.871251228
150,50,R,5,0.872010850
150,75,R,5,0.893202610
50,25,R,5,0.810078394
50,50,R,5,0.826446442
50,75,R,5,0.830728820
100,25,C,4,0.855493908
100,50,C,4,0.848481145
100,75,C,4,0.824380471
150,25,C,4,0.870777906
150,75,C,4,0.849434702
150,50,C,4,0.864804375
50,25,C,5,0.839293114
50,50,C,5,0.814198401
50,75,C,5,0.837304121
100,25,L,4,0.936508405
100,50,L,4,0.916997712
100,75,L,4,0.919668350
150,25,L,4,0.909095551
150,50,L,4,0.925355386
150,75,L,4,0.951985388
50,25,L,4,0.847948579
50,50,L,4,0.847690441
50,75,L,5,0.924308576
150,25,R,4,0.810591206
100,25,R,5,0.896031093
100,50,R,5,0.868593662
100,75,R,5,0.870933260
150,50,R,5,0.890201349
150,75,R,5,0.871834231
50,25,R,5,0.818597529
50,50,R,5,0.792872455
50,75,R,5,0.830905857
100,25,C,4,0.894609659
100,50,C,4,0.825537050
100,75,C,4,0.843744033
150,25,C,4,0.858472066
150,75,C,4,0.838723792
150,50,C,4,0.826935774
50,25,C,5,0.844476834
50,50,C,5,0.828806912
50,75,C,5,0.831687659
100,25,L,4,0.908715775
100,50,L,4,0.923178585
100,75,L,4,0.927881190
150,25,L,4,0.958762877
150,50,L,4,0.942321393
150,75,L,4,0.956390002
50,25,L,4,0.866087131
50,50,L,4,0.857009917
50,75,L,5,0.915264830
150,25,R,4,0.809537156
100,25,R,5,0.871662184
100,50,R,5,0.884232237
100,75,R,5,0.868181747
150,50,R,5,0.863820968
150,75,R,5,0.890988023
50,25,R,5,0.845415465
50,50,R,5,0.861750779
50,75,R,5,0.807030787
100,25,C,4,0.844230042
100,50,C,4,0.851292910
100,75,C,4,0.854351025
150,25,C,4,0.797733792
150,75,C,4,0.888687485
150,50,C,4,0.778310472
50,25,C,5,0.807489109
50,50,C,5,0.847917325
50,75,C,5,0.827552612
100,25,L,4,0.916797819
100,50,L,4,0.930632162
100,75,L,4,0.923699242
150,25,L,4,0.947872669
150,50,L,4,0.919174255
150,75,L,4,0.940804810
50,25,L,4,0.873843624
50,50,L,4,0.866368135
50,75,L,5,0.911833039
150,25,R,4,0.765234688
100,25,R,5,0.871138559
100,50,R,5,0.833052902
100,75,R,5,0.857785188
150,50,R,5,0.874779706
150,75,R,5,0.909797902
50,25,R,5,0.812645031
50,50,R,5,0.816615467
50,75,R,5,0.831079617
100,25,C,4,0.856912711
100,50,C,4,0.836066527
100,75,C,4,0.855940751
150,25,C,4,0.834121885
150,75,C,4,0.766168607
150,50,C,4,0.858857925
50,25,C,5,0.849777703
50,50,C,5,0.825242508
50,75,C,5,0.841180880
100,25,L,4,0.909233123
100,50,L,4,0.900942725
100,75,L,4,0.931311905
150,25,L,4,0.947666452
150,50,L,4,0.922533062
150,75,L,4,0.938112756
50,25,L,4,0.885605246
50,50,L,4,0.865120235
50,75,L,5,0.917631998
150,25,R,4,0.802361669
100,25,R,5,0.897181451
100,50,R,5,0.873093274
100,75,R,5,0.877737964
150,50,R,5,0.871277394
150,75,R,5,0.875628427
50,25,R,5,0.848401460
50,50,R,5,0.813846678
50,75,R,5,0.817669710
100,25,C,4,0.873231882
100,50,C,4,0.841408292
100,75,C,4,0.855447107
150,25,C,4,0.892104958
